"hvfhs_license_num","dispatching_base_num","originating_base_num","request_datetime","on_scene_datetime","pickup_datetime","dropoff_datetime","PULocationID","DOLocationID","trip_miles","trip_time","base_passenger_fare","tolls","bcf","sales_tax","congestion_surcharge","airport_fee","tips","driver_pay","shared_request_flag","shared_match_flag","access_a_ride_flag","wav_request_flag","wav_match_flag"
"HV0003","B02872","B02872","2020-04-30 19:45:24","2020-04-30 19:46:31","2020-04-30 19:48:38","2020-04-30 19:59:02",177,76,2.61,624,10.09,0,0.25,0.9,0,NA,0,8.1,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:16:35","2020-04-30 19:19:34","2020-04-30 19:21:15","2020-04-30 19:29:06",188,35,1.79,471,7.99,0,0.2,0.71,0,NA,0,5.91,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:29:23","2020-04-30 19:32:14","2020-04-30 19:34:06","2020-04-30 19:40:48",177,61,1.78,402,8.04,0,0.2,0.71,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:42:59","2020-04-30 19:44:22","2020-04-30 19:46:53","2020-04-30 19:50:08",62,62,0.53,195,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:49:56","2020-04-30 19:52:06","2020-04-30 19:53:04","2020-04-30 20:04:26",61,76,3.3,682,13.73,0,0.34,1.22,0,NA,0,9.34,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:24:05",NA,"2020-04-30 19:27:16","2020-04-30 20:02:51",209,241,16.501,2135,46.86,0,1.17,4.16,2.75,NA,8.24,36.19,"N","N","N","N","N"
"HV0003","B02836","B02836","2020-04-30 19:37:05","2020-04-30 19:38:22","2020-04-30 19:41:32","2020-04-30 19:59:23",74,152,1.79,1071,14.58,0,0.36,1.29,0,NA,0,10.93,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:29:25",NA,"2020-04-30 19:42:40","2020-04-30 19:52:02",117,117,0.719,562,7.3,0.45,0.19,0.69,0,NA,0,5.5,"N","N","N","N","N"
"HV0003","B02764","B02764","2020-04-30 19:11:54","2020-04-30 19:13:20","2020-04-30 19:15:43","2020-04-30 19:36:48",25,36,4.47,1265,18.57,0,0.46,1.65,0,NA,0,15.51,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:37:40","2020-04-30 19:38:52","2020-04-30 19:41:25","2020-04-30 19:55:29",37,258,4.2,844,15.57,0,0.39,1.38,0,NA,0,11.7,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:14:01",NA,"2020-04-30 19:21:02","2020-04-30 19:27:34",149,123,1.397,392,8.1,0,0.2,0.72,0,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 18:56:13",NA,"2020-04-30 19:04:17","2020-04-30 19:23:23",97,72,4.663,1146,17.05,0,0.43,1.51,0,NA,0,14.77,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:25:17",NA,"2020-04-30 19:29:48","2020-04-30 19:44:58",72,76,3.526,910,15.54,0,0.39,1.38,0,NA,0,11.53,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:53:20",NA,"2020-04-30 19:58:15","2020-04-30 20:16:24",35,76,3.011,1089,11.04,0,0.28,0.98,0,NA,0,12.46,"N","N","N","N","N"
"HV0003","B02875","B02875","2020-04-30 19:05:32","2020-04-30 19:13:17","2020-04-30 19:15:40","2020-04-30 19:36:46",230,220,11.18,1266,33.46,2.8,1.18,3.24,2.75,NA,10.85,22.92,"N","N"," ","N","N"
"HV0003","B02875","B02875","2020-04-30 19:44:12","2020-04-30 19:47:17","2020-04-30 19:48:54","2020-04-30 19:57:12",174,47,2.35,498,11.49,0,0.29,1.02,0,NA,0,6.76,"N","N"," ","N","N"
"HV0003","B02878","B02878","2020-04-30 19:02:16","2020-04-30 19:02:20","2020-04-30 19:03:43","2020-04-30 19:14:07",91,165,2.79,624,12.11,0,0.3,1.07,0,NA,0,8.29,"N","N"," ","N","N"
"HV0003","B02878","B02878","2020-04-30 19:17:32","2020-04-30 19:18:29","2020-04-30 19:20:58","2020-04-30 19:37:27",165,177,5.43,989,21.61,0,0.54,1.92,0,NA,0,14.26,"N","N"," ","N","N"
"HV0003","B02878","B02878","2020-04-30 19:39:04","2020-04-30 19:41:16","2020-04-30 19:43:20","2020-04-30 19:55:06",35,222,2.92,706,13.16,0,0.33,1.17,0,NA,0,9.13,"N","N"," ","N","N"
"HV0003","B02877","B02877","2020-04-30 19:13:24","2020-04-30 19:14:58","2020-04-30 19:16:17","2020-04-30 19:19:39",188,62,0.65,202,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02877","B02877","2020-04-30 19:20:53","2020-04-30 19:25:18","2020-04-30 19:26:38","2020-04-30 19:36:00",72,188,2.1,562,9.45,0,0.24,0.84,0,NA,0,7.02,"N","N"," ","N","N"
"HV0003","B02877","B02877","2020-04-30 19:38:37","2020-04-30 19:40:42","2020-04-30 19:42:04","2020-04-30 19:58:05",85,14,8.2,961,22.21,0,0.56,1.97,0,NA,0,17.08,"N","N"," ","N","N"
"HV0003","B02765","B02765","2020-04-30 19:11:41","2020-04-30 19:13:15","2020-04-30 19:14:17","2020-04-30 19:22:47",216,197,3.1,510,8.78,0,0.22,0.78,0,NA,0,7.69,"N","N"," ","N","N"
"HV0003","B02765","B02765","2020-04-30 19:32:48","2020-04-30 19:35:18","2020-04-30 19:36:06","2020-04-30 19:41:18",197,130,1.19,312,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02765","B02765","2020-04-30 19:44:41","2020-04-30 19:45:50","2020-04-30 19:47:23","2020-04-30 20:02:03",130,191,4.24,880,17.34,0,0.43,1.54,0,NA,0,12.04,"N","N"," ","N","N"
"HV0003","B02876","B02876","2020-04-30 19:45:54","2020-04-30 19:48:23","2020-04-30 19:49:05","2020-04-30 20:01:59",140,230,2.22,774,8.76,0,0.22,0.78,2.75,NA,0,8.92,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:14:31",NA,"2020-04-30 19:19:16","2020-04-30 19:32:27",168,32,6.48,791,19.69,0,0.49,1.75,0,NA,0,13.81,"N","N","N","N","N"
"HV0003","B02765","B02765","2020-04-30 19:12:07","2020-04-30 19:12:31","2020-04-30 19:14:59","2020-04-30 19:25:12",244,235,2.34,613,9.17,0,0.23,0.81,0,NA,0,7.71,"N","N"," ","N","N"
"HV0003","B02765","B02765","2020-04-30 19:26:30","2020-04-30 19:27:31","2020-04-30 19:29:11","2020-04-30 20:06:36",235,72,22.27,2245,56.03,6.12,1.55,5.52,0,NA,0,43.35,"N","N"," ","N","N"
"HV0003","B02875","B02875","2020-04-30 19:05:24","2020-04-30 19:09:16","2020-04-30 19:10:49","2020-04-30 19:26:20",241,116,6.42,931,20.19,0,0.5,1.79,0,NA,0,14.87,"N","N"," ","N","N"
"HV0003","B02875","B02875","2020-04-30 19:28:11","2020-04-30 19:29:49","2020-04-30 19:32:51","2020-04-30 19:45:19",244,48,6.12,748,15.14,0,0.39,1.38,2.75,NA,0,13.01,"N","N"," ","N","N"
"HV0003","B02875","B02875","2020-04-30 19:44:40","2020-04-30 19:48:09","2020-04-30 19:48:59","2020-04-30 20:03:00",142,74,4.5,841,16.59,0,0.41,1.47,2.75,NA,0,12,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 18:44:56",NA,"2020-04-30 19:01:58","2020-04-30 19:28:19",68,248,12.093,1581,34.59,0.62,0.88,3.12,2.75,NA,0,26.66,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:28:49",NA,"2020-04-30 19:32:49","2020-04-30 19:44:21",248,213,3.811,692,10.22,0,0.26,0.91,0,NA,0,10.03,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:39:05",NA,"2020-04-30 19:46:56","2020-04-30 20:01:18",213,130,10.089,862,22.21,5.9,0.7,2.49,0,NA,0,18.42,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:17:34",NA,"2020-04-30 19:30:34","2020-04-30 19:46:14",242,247,6.271,940,18.78,0.1,0.47,1.68,0,NA,0,14.83,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:16:50",NA,"2020-04-30 19:28:33","2020-04-30 19:38:25",251,156,2.47,592,11.95,0,0.3,1.06,0,NA,0,12.74,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:42:44",NA,"2020-04-30 19:55:10","2020-04-30 20:08:16",206,23,4.699,786,13.11,0,0.33,1.16,0,NA,0,11.8,"N","N","N","N","N"
"HV0003","B02395","B02395","2020-04-30 19:53:49","2020-04-30 19:57:11","2020-04-30 19:59:11","2020-04-30 20:18:26",63,218,8.11,1155,26.64,0,0,0,0,NA,0,18.61,"N","N"," ","N","N"
"HV0003","B02835","B02835","2020-04-30 18:57:20","2020-04-30 19:01:18","2020-04-30 19:02:22","2020-04-30 19:22:28",17,91,5.84,1206,23.35,0,0.58,2.07,0,NA,0,16.53,"N","N"," ","N","N"
"HV0003","B02835","B02835","2020-04-30 19:22:48","2020-04-30 19:23:47","2020-04-30 19:26:22","2020-04-30 20:04:30",91,244,21.49,2288,61.82,0,1.55,5.49,2.75,NA,0,42.85,"N","N"," ","N","N"
"HV0003","B02867","B02867","2020-04-30 19:08:13","2020-04-30 19:13:30","2020-04-30 19:14:05","2020-04-30 19:29:33",251,176,5.22,928,17.68,0,0.44,1.57,0,NA,0,13.52,"N","N"," ","N","N"
"HV0003","B02867","B02867","2020-04-30 19:27:47","2020-04-30 19:33:14","2020-04-30 19:34:26","2020-04-30 19:45:37",172,23,3.96,671,14.62,0,0.45,1.3,0,NA,3,9.98,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 19:05:41","2020-04-30 19:07:42","2020-04-30 19:08:48","2020-04-30 19:33:10",100,136,11.5,1462,33.38,0,0.83,2.96,2.75,NA,0,27.66,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 19:27:27","2020-04-30 19:42:26","2020-04-30 19:43:43","2020-04-30 19:49:42",94,78,1.56,359,8.94,0,0.22,0.79,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 19:50:37","2020-04-30 19:50:50","2020-04-30 19:52:27","2020-04-30 20:00:23",78,59,0.89,476,7.3,0,0.21,0.65,0,NA,1,5.39,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:03:09",NA,"2020-04-30 19:08:02","2020-04-30 19:15:47",188,61,0.964,465,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:02:10",NA,"2020-04-30 19:05:06","2020-04-30 19:14:22",35,225,1.814,556,8.2,0,0.21,0.73,0,NA,0,6.67,"N","N","N","N","N"
"HV0003","B02395","B02395","2020-04-30 18:58:09","2020-04-30 19:01:01","2020-04-30 19:02:06","2020-04-30 19:13:58",247,212,4.07,712,14.67,0,0,0,0,NA,0,10.45,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 18:59:06",NA,"2020-04-30 19:06:02","2020-04-30 19:30:13",141,61,10.196,1451,33.88,0.34,0.86,3.04,2.75,NA,0,23.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:39:29",NA,"2020-04-30 19:47:52","2020-04-30 19:59:31",61,72,2.837,699,10,0,0.25,0.89,0,NA,0,9.01,"N","N","N","N","N"
"HV0003","B02882","B02882","2020-04-30 19:01:38","2020-04-30 19:03:09","2020-04-30 19:05:30","2020-04-30 19:29:46",217,60,13.89,1456,38.88,6.12,1.13,3.99,0,NA,0,27.51,"N","N"," ","N","N"
"HV0003","B02882","B02882","2020-04-30 19:31:09","2020-04-30 19:32:53","2020-04-30 19:35:02","2020-04-30 19:42:35",60,78,1.44,453,7.5,0,0.19,0.67,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02882","B02882","2020-04-30 19:45:09","2020-04-30 19:46:49","2020-04-30 19:47:47","2020-04-30 19:58:11",60,174,4.54,624,14.6,0,0.37,1.3,0,NA,0,10.23,"N","N"," ","N","N"
"HV0003","B02877","B02877","2020-04-30 19:05:16","2020-04-30 19:06:55","2020-04-30 19:08:15","2020-04-30 19:30:07",168,130,13.04,1312,33.94,6.12,1,3.56,0,NA,0,25.36,"N","N"," ","N","N"
"HV0003","B02877","B02877","2020-04-30 19:33:58","2020-04-30 19:35:07","2020-04-30 19:37:51","2020-04-30 19:55:12",134,205,7.74,1041,18.96,0,0.6,2.13,0,NA,0,17.24,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:11:30",NA,"2020-04-30 19:13:56","2020-04-30 19:24:15",181,97,1.634,619,7.97,0,0.2,0.71,0,NA,10,7,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:27:54",NA,"2020-04-30 19:36:57","2020-04-30 20:04:27",140,26,14.786,1650,42.35,2.67,1.13,4,2.75,NA,0,30.23,"N","N","N","N","N"
"HV0003","B02883","B02883","2020-04-30 19:49:16","2020-04-30 19:51:38","2020-04-30 19:53:55","2020-04-30 20:05:12",254,248,5.67,677,15.67,0,0.39,1.39,0,NA,0,11.92,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:40:51",NA,"2020-04-30 19:45:24","2020-04-30 19:58:17",95,260,4.977,773,16.18,0,0.4,1.44,0,NA,12,12,"N","N","N","N","N"
"HV0003","B02864","B02864","2020-04-30 19:01:05","2020-04-30 19:05:24","2020-04-30 19:07:58","2020-04-30 19:11:44",258,96,0.98,226,7.71,0,0.19,0.68,0,NA,0,5.68,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 19:16:09","2020-04-30 19:19:32","2020-04-30 19:20:51","2020-04-30 19:34:30",95,122,5.14,819,17.69,0,0.44,1.57,0,NA,0,12.52,"N","N"," ","N","N"
"HV0003","B02867","B02867","2020-04-30 19:16:12","2020-04-30 19:17:49","2020-04-30 19:18:54","2020-04-30 19:25:36",69,235,1.07,402,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02867","B02867","2020-04-30 19:41:55","2020-04-30 19:43:17","2020-04-30 19:48:07","2020-04-30 19:53:15",69,69,0.91,308,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:07:54",NA,"2020-04-30 19:09:52","2020-04-30 19:14:29",66,97,0.735,277,6.79,0,0.17,0.6,0,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:12:23",NA,"2020-04-30 19:16:22","2020-04-30 19:20:52",65,25,0.46,270,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:21:00",NA,"2020-04-30 19:26:17","2020-04-30 19:32:26",65,66,1.228,369,8.6,0,0.22,0.76,0,NA,0,7.07,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:29:34",NA,"2020-04-30 19:35:26","2020-04-30 19:40:30",65,33,0.754,304,6.72,0,0.17,0.6,0,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:41:13",NA,"2020-04-30 19:50:00","2020-04-30 20:00:03",97,33,1.22,603,7.3,0,0.18,0.65,0,NA,0,6.4,"N","N","N","N","N"
"HV0003","B02872","B02872","2020-04-30 19:21:01","2020-04-30 19:30:01","2020-04-30 19:30:13","2020-04-30 19:40:56",159,42,2.14,643,9.6,0,0.24,0.85,0,NA,0,7.74,"N","N"," ","N","N"
"HV0003","B02872","B02872","2020-04-30 19:41:45","2020-04-30 19:42:25","2020-04-30 19:44:57","2020-04-30 20:27:17",42,265,20.53,2540,57.05,20,1.93,0,0,NA,0,45.77,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 19:40:58","2020-04-30 19:42:22","2020-04-30 19:44:54","2020-04-30 20:07:41",60,74,7.21,1367,23.15,0,0.58,2.05,0,NA,0,19.39,"N","N"," ","N","N"
"HV0003","B02876","B02876","2020-04-30 18:58:41","2020-04-30 19:03:36","2020-04-30 19:04:34","2020-04-30 19:30:16",44,115,14.39,1542,36.68,0,0.92,3.26,0,NA,0,28.77,"N","N"," ","N","N"
"HV0003","B02876","B02876","2020-04-30 19:22:15","2020-04-30 19:33:24","2020-04-30 19:34:09","2020-04-30 19:40:40",115,115,1.93,391,7.33,0,0.18,0.65,0,NA,0,5.4,"N","N"," ","N","N"
"HV0003","B02876","B02876","2020-04-30 19:38:58","2020-04-30 19:44:12","2020-04-30 19:45:32","2020-04-30 20:02:32",245,176,6.44,1020,21.53,0,0.54,1.91,0,NA,0,15.64,"N","N"," ","N","N"
"HV0003","B02617","B02617","2020-04-30 19:01:08","2020-04-30 19:03:38","2020-04-30 19:04:12","2020-04-30 19:34:53",29,225,12.05,1841,34.89,0,0.87,3.1,0,NA,0,28.69,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:23:12",NA,"2020-04-30 19:31:13","2020-04-30 19:55:23",40,76,6.943,1450,30.74,0,0.77,2.73,0,NA,0,19.85,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:56:05",NA,"2020-04-30 19:59:39","2020-04-30 20:08:03",76,76,1.756,504,7.3,0,0.18,0.65,0,NA,0,6.17,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:26:42",NA,"2020-04-30 19:30:55","2020-04-30 19:38:19",147,60,1.816,444,8.17,0,0.2,0.73,0,NA,0,5.74,"N","N","N","N","N"
"HV0003","B02867","B02867","2020-04-30 19:13:14","2020-04-30 19:14:21","2020-04-30 19:15:16","2020-04-30 19:26:26",47,159,3.12,670,11.4,0,0.29,1.01,0,NA,0,9.04,"N","N"," ","N","N"
"HV0003","B02867","B02867","2020-04-30 19:51:53","2020-04-30 19:53:03","2020-04-30 19:54:50","2020-04-30 20:06:56",235,75,4.64,726,17.1,0,0.43,1.52,0,NA,0,11.19,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:27:42",NA,"2020-04-30 19:30:41","2020-04-30 19:42:16",42,126,2.786,695,15.39,0,0.38,1.37,0,NA,0,8.91,"N","N","N","N","N"
"HV0003","B02869","B02869","2020-04-30 19:11:38","2020-04-30 19:13:39","2020-04-30 19:14:29","2020-04-30 19:20:57",247,168,1.87,388,9.41,0,0.24,0.84,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02869","B02869","2020-04-30 19:40:08","2020-04-30 19:45:07","2020-04-30 19:45:44","2020-04-30 20:00:30",147,213,3.86,886,15.11,0,0.38,1.34,0,NA,0,11.67,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:10:09","2020-04-30 19:11:24","2020-04-30 19:15:44","2020-04-30 19:22:55",168,126,2.73,431,9.04,0,0.23,0.8,0,NA,0,6.62,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:32:31","2020-04-30 19:34:32","2020-04-30 19:37:08","2020-04-30 19:43:21",119,69,1.2,373,7.5,0,0.19,0.67,0,NA,0,5.52,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:00:11",NA,"2020-04-30 19:21:52","2020-04-30 19:33:25",79,211,1.381,693,26.24,0,0.66,2.33,2.75,NA,0,24.42,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:45:40",NA,"2020-04-30 19:51:27","2020-04-30 20:03:01",162,262,4.133,694,31.84,0,0.8,2.83,2.75,NA,0,32.77,"N","N","N","N","N"
"HV0003","B02836","B02836","2020-04-30 19:11:06","2020-04-30 19:12:08","2020-04-30 19:14:15","2020-04-30 19:19:40",78,182,0.97,325,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02836","B02836","2020-04-30 19:38:04","2020-04-30 19:40:12","2020-04-30 19:43:08","2020-04-30 19:54:19",182,3,5.16,671,16.04,0,0.4,1.42,0,NA,0,11.31,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:15:00",NA,"2020-04-30 19:00:00","2020-04-30 19:10:34",169,42,3.054,634,11.32,0,0.28,1,0,NA,0,8.7,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:13:59",NA,"2020-04-30 19:16:22","2020-04-30 20:01:06",116,265,18.68,2684,67.87,22.57,2.26,0,0,NA,7,47.49,"N","N","N","N","N"
"HV0003","B02875","B02875","2020-04-30 19:05:36","2020-04-30 19:12:07","2020-04-30 19:14:00","2020-04-30 19:23:02",173,129,1.47,542,7.77,0,0.19,0.69,0,NA,0,0,"N","N"," ","N","Y"
"HV0005","B02510",NA,"2020-04-30 19:07:47",NA,"2020-04-30 19:12:12","2020-04-30 19:19:10",48,170,1.183,418,8.44,0,0.21,0.75,2.75,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:17:24",NA,"2020-04-30 19:27:03","2020-04-30 19:32:56",230,249,2.158,353,12.45,0,0.31,1.1,2.75,NA,2.49,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:27:02",NA,"2020-04-30 19:39:34","2020-04-30 20:10:29",148,205,17.285,1855,47.76,0.52,1.21,4.28,2.75,NA,0,34.72,"N","N","N","N","N"
"HV0003","B02869","B02869","2020-04-30 19:28:53","2020-04-30 19:29:03","2020-04-30 19:32:22","2020-04-30 19:40:54",168,159,1.34,512,7.33,0,0.18,0.65,0,NA,0,5.76,"N","N"," ","N","N"
"HV0003","B02869","B02869","2020-04-30 19:51:38","2020-04-30 19:51:48","2020-04-30 19:53:59","2020-04-30 20:02:59",47,243,2.43,540,9.7,0,0.24,0.86,0,NA,0,7.2,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:11:13",NA,"2020-04-30 19:16:15","2020-04-30 19:19:00",80,80,0.676,165,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:24:52",NA,"2020-04-30 19:34:00","2020-04-30 19:56:53",234,14,11.046,1373,34.78,3.52,0.96,3.4,2.75,NA,8.17,23.76,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 18:59:37",NA,"2020-04-30 19:02:03","2020-04-30 19:25:14",112,61,5.146,1391,20.33,0,0.51,1.8,0,NA,0,17.36,"N","N","N","N","N"
"HV0003","B02879","B02879","2020-04-30 19:32:23","2020-04-30 19:36:39","2020-04-30 19:37:16","2020-04-30 19:49:15",61,77,2.97,719,12.95,0,0.32,1.15,0,NA,0,9.29,"N","N"," ","N","N"
"HV0003","B02879","B02879","2020-04-30 19:46:15","2020-04-30 19:52:02","2020-04-30 19:53:53","2020-04-30 20:07:39",77,71,3.09,826,14.33,0,0.36,1.27,0,NA,0,10.32,"N","N"," ","N","N"
"HV0003","B02875","B02875","2020-04-30 19:00:16","2020-04-30 19:02:33","2020-04-30 19:05:02","2020-04-30 19:15:10",71,91,2.57,608,7.99,0,0.2,0.71,0,NA,0,7.92,"N","N"," ","N","N"
"HV0003","B02875","B02875","2020-04-30 19:13:04","2020-04-30 19:15:49","2020-04-30 19:17:46","2020-04-30 19:25:37",91,39,2.05,471,9.79,0,0.24,0.87,0,NA,0,7.06,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:44:51",NA,"2020-04-30 19:46:24","2020-04-30 20:10:41",74,248,7.88,1457,18.62,0.93,0.49,1.74,0,NA,0,20.95,"N","N","N","N","N"
"HV0003","B02888","B02888","2020-04-30 19:05:24","2020-04-30 19:07:21","2020-04-30 19:08:39","2020-04-30 19:44:35",177,86,15.09,2156,40.91,0,1.02,3.63,0,NA,0,34.68,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:08:55",NA,"2020-04-30 19:12:27","2020-04-30 19:36:30",211,116,9.258,1443,36.43,0,0.91,3.23,2.75,NA,0,22.36,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:03:21",NA,"2020-04-30 19:05:45","2020-04-30 19:16:43",159,74,1.863,658,9.12,0,0.23,0.81,0,NA,0,7.58,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:15:53",NA,"2020-04-30 19:28:02","2020-04-30 19:52:26",140,37,8.014,1464,32.79,1.2,0.85,3.02,2.75,NA,0,21.16,"N","N","N","N","N"
"HV0003","B02682","B02682","2020-04-30 18:58:20","2020-04-30 19:03:33","2020-04-30 19:05:14","2020-04-30 19:18:41",119,208,7.53,807,23.96,0,0.6,2.13,0,NA,0,15.05,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 19:22:55","2020-04-30 19:24:33","2020-04-30 19:27:46","2020-04-30 19:34:41",208,182,3.02,415,9.12,0,0.23,0.81,0,NA,0,6.8,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 19:50:04","2020-04-30 19:51:50","2020-04-30 19:53:47","2020-04-30 20:01:45",167,147,1.42,478,7.33,0,0.18,0.65,0,NA,0,5.56,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:10:05",NA,"2020-04-30 19:13:17","2020-04-30 19:35:55",37,222,5.498,1358,23.66,0,0.59,2.1,0,NA,0,17.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 19:36:24",NA,"2020-04-30 19:41:12","2020-04-30 19:53:10",39,91,3.36,718,14.31,0,0.36,1.27,0,NA,5,9.74,"N","N","N","N","N"
"HV0003","B02875","B02875","2020-04-30 19:03:19","2020-04-30 19:08:36","2020-04-30 19:11:51","2020-04-30 19:31:06",76,71,4.41,1155,22.91,0,0.57,2.03,0,NA,0,14.53,"N","N"," ","N","N"
"HV0003","B02875","B02875","2020-04-30 19:31:42","2020-04-30 19:32:56","2020-04-30 19:35:04","2020-04-30 19:53:57",89,76,4.15,1133,19.25,0,0.48,1.71,0,NA,0,14.05,"N","N"," ","N","N"
"HV0003","B02888","B02888","2020-04-30 18:56:39","2020-04-30 18:59:06","2020-04-30 19:01:30","2020-04-30 19:10:49",61,49,2.41,559,9.77,0,0.24,0.87,0,NA,0,7.33,"N","N"," ","N","N"
"HV0003","B02888","B02888","2020-04-30 19:09:05","2020-04-30 19:11:26","2020-04-30 19:13:18","2020-04-30 19:39:42",49,49,4.57,1584,24.39,0,0.61,2.16,0,NA,0,18.29,"N","N"," ","N","N"
"HV0003","B02888","B02888","2020-04-30 19:49:21","2020-04-30 19:50:06","2020-04-30 19:52:50","2020-04-30 19:56:45",37,80,0.66,235,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:04:55","2020-04-30 19:07:01","2020-04-30 19:10:37","2020-04-30 19:19:18",165,155,1.53,521,3.16,0,0.22,0.76,0,NA,0,6.34,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:31:45","2020-04-30 19:31:56","2020-04-30 19:34:28","2020-04-30 19:49:06",91,35,3.57,878,15.49,0,0.39,1.37,0,NA,0,11.29,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:48:09","2020-04-30 19:52:17","2020-04-30 19:53:34","2020-04-30 19:59:21",35,76,1.32,347,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 18:59:15",NA,"2020-04-30 19:09:40","2020-04-30 19:18:38",254,265,3.496,538,11.29,0,0.28,1,0,NA,0,9.27,"N","N","N","N","N"
